imdb_title_id;original_title;year;genre;duration;country;director;actors;avg_vote;votes;avg_vote_weighted;budget;worlwide_gross_income;reviews_from_users;reviews_from_critics
tt0038109;Spellbound;1945;Film-Noir, Mystery, Romance;111;USA;Alfred Hitchcock;Ingrid Bergman;7.6;42377;7.49;$ 1696377;$ 19000;186;93
tt0038355;The Big Sleep;1946;Crime, Film-Noir, Mystery;114;USA;Howard Hawks;Humphrey Bogart;7.9;77516;7.83;$ 250000;$ 22356;284;114
tt0038492;Dragonwyck;1946;Drama, Thriller, Mystery;103;USA;Joseph L. Mankiewicz;Gene Tierney;7;3653;6.55;$ 1900000;$ 5434;69;35
tt0038499;Duel in the Sun;1946;Drama, Romance, Western;129;USA;King Vidor;Jennifer Jones;6.8;7858;6.58;$ 8000000;$ 20428771;101;46
tt0038650;It's a Wonderful Life;1946;Drama, Family, Fantasy;130;USA;Frank Capra;James Stewart;8.6;388310;8.58;$ 3180000;$ 6130720;948;177
tt0038762;My Darling Clementine;1946;Biography, Drama, Western;97;USA;John Ford;Henry Fonda;7.8;21122;7.58;$ 2000000;$ 15293;159;89
tt0038787;Notorious;1946;Drama, Film-Noir, Romance;102;USA;Alfred Hitchcock;Cary Grant;7.9;90400;7.84;$ 2000000;$ 113061;348;145
tt0039631;Monsieur Verdoux;1947;Comedy, Crime, Drama;124;USA;Charles Chaplin;Charles Chaplin;7.9;15450;7.59;$ 2000000;$ 64636;84;72
tt0039694;The Paradine Case;1947;Crime, Drama, Romance;125;USA;Alfred Hitchcock;Gregory Peck;6.6;9841;6.46;$ 4258000;$ 6789;106;38
tt0040068;Bud Abbott Lou Costello Meet Frankenstein;1948;Comedy, Fantasy, Horror;83;USA;Charles Barton;Bud Abbott;7.4;14242;7.16;$ 800000;$ 16444;187;77
tt0040522;Ladri di biciclette;1948;Drama;89;Italy;Vittorio De Sica;Lamberto Maggiorani;8.3;141507;8.25;$ 133000;$ 428978;309;163
tt0040746;Rope;1948;Crime, Drama, Mystery;80;USA;Alfred Hitchcock;Dick Hogan;8;125949;7.95;$ 1500000;$ 10046;397;119
tt0040897;The Treasure of the Sierra Madre;1948;Adventure, Drama, Western;126;USA, Mexico;John Huston;Humphrey Bogart;8.2;111478;8.14;$ 3000000;$ 215295;273;98
tt0041452;The Heiress;1949;Drama, Romance;115;USA;William Wyler;Olivia de Havilland;8.1;13301;7.71;$ 2600000;$ 16;140;61
tt0042041;White Heat;1949;Action, Crime, Drama;114;USA;Raoul Walsh;James Cagney;8.1;28955;7.90;$ 1300000;$ 5534;187;82
tt0042192;All About Eve;1950;Drama;138;USA;Joseph L. Mankiewicz;Bette Davis;8.2;117634;8.15;$ 1400000;$ 150438;373;140
tt0042208;The Asphalt Jungle;1950;Crime, Drama, Film-Noir;112;USA;John Huston;Sterling Hayden;7.9;23441;7.68;$ 1232000;$ 29868;151;93
tt0042464;The Flame and the Arrow;1950;Adventure, Drama, Romance;88;USA;Jacques Tourneur;Burt Lancaster;7;3395;6.53;$ 1600000;$ 6713;37;27
tt0042530;Gun Crazy;1950;Crime, Drama, Film-Noir;87;USA;Joseph H. Lewis;Peggy Cummins;7.6;11210;7.26;$ 400000;$ 17322;122;57
tt0042876;Rashômon;1950;Crime, Drama, Mystery;88;Japan;Akira Kurosawa;Toshirô Mifune;8.2;148193;8.16;$ 250000;$ 46808;348;141
tt0043014;Sunset Blvd.;1950;Drama, Film-Noir;110;USA;Billy Wilder;William Holden;8.4;195789;8.36;$ 1752000;$ 299645;615;178
tt0043265;The African Queen;1951;Adventure, Drama, Romance;105;UK, USA;John Huston;Humphrey Bogart;7.7;70236;7.63;$ 1000000;$ 51357;253;124
tt0043278;An American in Paris;1951;Drama, Musical, Romance;114;USA;Vincente Minnelli;Gene Kelly;7.2;29738;7.09;$ 2723903;$ 272619;171;101
tt0043338;Ace in the Hole;1951;Drama, Film-Noir;111;USA;Billy Wilder;Kirk Douglas;8.1;30541;7.91;$ 1800000;$ 2300000;182;115
tt0043899;Pandora and the Flying Dutchman;1951;Drama, Fantasy, Mystery;122;UK;Albert Lewin;James Mason;7;3240;6.52;$ 1500000;$ 31805;50;45
tt0043949;Quo Vadis;1951;Biography, Drama, History;171;USA;Mervyn LeRoy;Robert Taylor;7.2;13258;6.98;$ 7623000;$ 101486;123;57
tt0044081;A Streetcar Named Desire;1951;Drama;122;USA;Elia Kazan;Vivien Leigh;8;97240;7.94;$ 1800000;$ 49523;281;88
tt0044391;The Bad and the Beautiful;1952;Drama, Romance;118;USA;Vincente Minnelli;Lana Turner;7.8;12941;7.46;$ 1558000;$ 2025;122;88
tt0044672;The Greatest Show on Earth;1952;Drama, Family, Romance;152;USA;Cecil B. DeMille;Betty Hutton;6.6;12569;6.48;$ 4000000;$ 36000000;130;51
tt0044926;Moulin Rouge;1952;Biography, Drama, Music;119;UK;John Huston;José Ferrer;7.1;4833;6.68;$ 1500000;$ 3188;63;27
tt0045152;Singin' in the Rain;1952;Comedy, Musical, Romance;103;USA;Stanley Donen;Gene Kelly;8.3;213152;8.27;$ 2540800;$ 1864182;671;155
tt0045205;Sudden Fear;1952;Film-Noir, Thriller;110;USA;David Miller;Joan Crawford;7.5;4973;6.94;$ 720000;$ 24476;98;39
tt0045537;The Band Wagon;1953;Comedy, Musical, Romance;112;USA;Vincente Minnelli;Fred Astaire;7.5;9760;7.15;$ 2169120;$ 14537;109;62
tt0045793;From Here to Eternity;1953;Drama, Romance, War;118;USA;Fred Zinnemann;Burt Lancaster;7.6;42401;7.49;$ 1650000;$ 36416;184;124
tt0045810;Gentlemen Prefer Blondes;1953;Comedy, Musical, Romance;91;USA;Howard Hawks;Jane Russell;7.2;30759;7.09;$ 2260000;$ 648;158;81
tt0045888;House of Wax;1953;Horror;88;USA;André De Toth;Vincent Price;7.1;15747;6.92;$ 1000000;$ 23750000;142;71
tt0045943;Julius Caesar;1953;Biography, Drama, History;120;USA;Joseph L. Mankiewicz;Marlon Brando;7.3;10153;7.00;$ 2070000;$ 10831;78;37
tt0046004;Little Fugitive;1953;Drama, Family;80;USA;Ray Ashley;Richard Brewster;7.5;2414;6.67;$ 30000;$ 162373;32;41
tt0046183;Peter Pan;1953;Animation, Adventure, Family;77;USA;Clyde Geronimi;Bobby Driscoll;7.3;123085;7.27;$ 4000000;$ 87404651;128;135
tt0046247;The Robe;1953;Drama, History;135;USA;Henry Koster;Richard Burton;6.7;9099;6.53;$ 5000000;$ 36000000;87;48
tt0046816;The Caine Mutiny;1954;Drama, War;124;USA;Edward Dmytryk;Humphrey Bogart;7.7;23931;7.51;$ 2000000;$ 21750000;182;47
tt0046912;Dial M for Murder;1954;Crime, Thriller;105;USA;Alfred Hitchcock;Ray Milland;8.2;153300;8.16;$ 1400000;$ 18816;356;107
tt0047034;Gojira;1954;Action, Drama, Horror;96;Japan;Ishirô Honda;Akira Takarada;7.6;28109;7.45;$ 175000;$ 562711;224;134
tt0047365;Prince Valiant;1954;Action, Adventure, Drama;100;USA;Henry Hathaway;James Mason;6.2;2363;6.09;$ 2970000;$ 3373;42;23
tt0047396;Rear Window;1954;Mystery, Thriller;112;USA;Alfred Hitchcock;James Stewart;8.4;432390;8.38;$ 1000000;$ 37032034;855;157
tt0047422;River of No Return;1954;Action, Adventure, Drama;91;USA;Otto Preminger;Robert Mitchum;6.6;10223;6.46;$ 2195000;$ 8757;85;65
tt0047522;A Star Is Born;1954;Drama, Musical, Romance;154;USA;George Cukor;Judy Garland;7.6;15391;7.34;$ 5019770;$ 4348890;155;85
tt0047849;Bad Day at Black Rock;1955;Crime, Drama, Mystery;81;USA;John Sturges;Spencer Tracy;7.7;18788;7.47;$ 1271000;$ 10813;166;83
tt0048261;Kiss Me Deadly;1955;Crime, Film-Noir, Mystery;106;USA;Robert Aldrich;Ralph Meeker;7.6;17998;7.37;$ 410000;$ 7178;189;119
tt0048280;Lady and the Tramp;1955;Animation, Adventure, Comedy;76;USA;Clyde Geronimi;Peggy Lee;7.3;119585;7.27;$ 4000000;$ 93933394;147;127
tt0048316;Love Is a Many-Splendored Thing;1955;Biography, Drama, Romance;102;USA;Henry King;William Holden;6.5;4363;6.30;$ 1780000;$ 30330;75;32
tt0048424;The Night of the Hunter;1955;Crime, Drama, Film-Noir;92;USA;Charles Laughton;Robert Mitchum;8;80215;7.93;$ 795000;$ 2001;453;211
tt0048445;Oklahoma!;1955;Comedy, Drama, Musical;145;USA;Fred Zinnemann;Gordon MacRae;7;11090;6.79;$ 5000000;$ 15520;110;47
tt0048545;Rebel Without a Cause;1955;Drama;111;USA;Nicholas Ray;James Dean;7.7;81625;7.64;$ 1500000;$ 199963;335;165
tt0048605;The Seven Year Itch;1955;Comedy, Romance;105;USA;Billy Wilder;Marilyn Monroe;7.1;33327;7.01;$ 1800000;$ 7652;147;100
tt0048691;The Tall Men;1955;Western;122;USA;Raoul Walsh;Clark Gable;6.7;2134;6.29;$ 3115000;$ 10714;43;25
tt0048960;Around the World in 80 Days;1956;Adventure, Comedy, Family;167;USA;Michael Anderson;David Niven;6.8;24020;6.71;$ 6000000;$ 42000000;142;36
tt0049261;Giant;1956;Drama, Western;201;USA;George Stevens;Elizabeth Taylor;7.6;33284;7.47;$ 5400000;$ 32855818;183;115
tt0049366;Invasion of the Body Snatchers;1956;Drama, Horror, Sci-Fi;80;USA;Don Siegel;Kevin McCarthy;7.7;43866;7.59;$ 417000;$ 1861;253;149
tt0049432;The Last Hunt;1956;Drama, Western;108;USA;Richard Brooks;Robert Taylor;6.9;1367;6.28;$ 2121000;$ 4236;38;12
tt0049470;The Man Who Knew Too Much;1956;Drama, Thriller;120;USA;Alfred Hitchcock;James Stewart;7.5;56718;7.42;$ 2500000;$ 8190;246;94
tt0049833;The Ten Commandments;1956;Adventure, Drama;220;USA;Cecil B. DeMille;Charlton Heston;7.8;62358;7.72;$ 13282712;$ 65500000;293;76
tt0050083;12 Angry Men;1957;Crime, Drama;96;USA;Sidney Lumet;Martin Balsam;8.9;668473;8.89;$ 350000;$ 576;1605;149
tt0050208;Boy on a Dolphin;1957;Adventure, Drama, Romance;111;USA;Jean Negulesco;Alan Ladd;6.3;1328;6.09;$ 2800000;$ 3867;42;11
tt0050212;The Bridge on the River Kwai;1957;Adventure, Drama, War;161;UK, USA;David Lean;William Holden;8.1;198693;8.07;$ 3000000;$ 27200000;330;96
tt0050407;Forty Guns;1957;Romance, Western;80;USA;Samuel Fuller;Barbara Stanwyck;7;4515;6.60;$ 300000;$ 6344;52;60
tt0050539;The Incredible Shrinking Man;1957;Horror, Sci-Fi;81;USA;Jack Arnold;Grant Williams;7.6;15583;7.34;$ 750000;$ 2580;141;87
tt0050825;Paths of Glory;1957;Drama, War;88;USA;Stanley Kubrick;Kirk Douglas;8.4;172671;8.36;$ 935000;$ 5252;428;162
tt0050972;Silk Stockings;1957;Comedy, Musical, Romance;117;USA;Rouben Mamoulian;Fred Astaire;6.8;3430;6.43;$ 1853463;$ 9755;55;17
tt0050976;Det sjunde inseglet;1957;Drama, Fantasy;96;Sweden;Ingmar Bergman;Gunnar Björnstrand;8.2;159318;8.16;$ 150000;$ 230571;347;121
tt0051036;Sweet Smell of Success;1957;Drama, Film-Noir;96;USA;Alexander Mackendrick;Burt Lancaster;8.1;27248;7.89;$ 3400000;$ 7704;155;131
tt0051201;Witness for the Prosecution;1957;Crime, Drama, Mystery;116;USA;Billy Wilder;Tyrone Power;8.4;104524;8.33;$ 3000000;$ 7693;268;98
tt0051393;The Badlanders;1958;Romance, Western;85;USA;Delmer Daves;Alan Ladd;6.4;1170;6.11;$ 1436000;$ 4006;36;8
tt0051579;En cas de malheur;1958;Drama, Crime, Romance;105;France, Italy;Claude Autant-Lara;Jean Gabin;6.7;1179;6.20;$ 750000;$ 49454;14;6
tt0051622;The Fly;1958;Drama, Horror, Sci-Fi;94;USA;Kurt Neumann;David Hedison;7.1;20329;6.96;$ 700000;$ 1501;134;95
tt0051849;The Left Handed Gun;1958;Western;102;USA;Arthur Penn;Paul Newman;6.5;3743;6.28;$ 700000;$ 5066;50;24
tt0052027;The Old Man and the Sea;1958;Adventure, Drama;86;USA;John Sturges;Spencer Tracy;7;6939;6.70;$ 5000000;$ 67740;57;12
tt0052218;Some Came Running;1958;Drama, Romance;137;USA;Vincente Minnelli;Frank Sinatra;7.4;5541;6.91;$ 3151000;$ 28594;79;40
tt0052225;South Pacific;1958;Musical, Romance, War;157;USA;Joshua Logan;Rossano Brazzi;6.8;7922;6.58;$ 6000000;$ 458000;125;37
tt0052311;Touch of Evil;1958;Crime, Drama, Film-Noir;95;USA;Orson Welles;Charlton Heston;8;96864;7.94;$ 829000;$ 2286947;321;115
tt0052357;Vertigo;1958;Mystery, Romance, Thriller;128;USA;Alfred Hitchcock;James Stewart;8.3;352786;8.28;$ 2479000;$ 7796389;860;182
tt0052618;Ben-Hur;1959;Adventure, Drama, History;212;USA;William Wyler;Charlton Heston;8.1;214854;8.07;$ 15000000;$ 74427638;445;128
tt0053125;North by Northwest;1959;Adventure, Mystery, Thriller;136;USA;Alfred Hitchcock;Cary Grant;8.3;291628;8.28;$ 3101000;$ 73446;614;174
tt0053285;Sleeping Beauty;1959;Animation, Family, Fantasy;75;USA;Clyde Geronimi;Mary Costa;7.2;132245;7.17;$ 6000000;$ 51600000;193;109
tt0053291;Some Like It Hot;1959;Comedy, Music, Romance;121;USA;Billy Wilder;Marilyn Monroe;8.2;238048;8.17;$ 2883848;$ 83169282;422;224
tt0053318;Suddenly, Last Summer;1959;Drama, Mystery, Thriller;114;UK, USA;Joseph L. Mankiewicz;Elizabeth Taylor;7.6;13489;7.31;$ 3000000;$ 9749;139;49
tt0053434;Warlock;1959;Drama, Western;121;USA;Edward Dmytryk;Richard Widmark;7.2;5346;6.77;$ 2400000;$ 8892;73;31
tt0053604;The Apartment;1960;Comedy, Drama, Romance;125;USA;Billy Wilder;Jack Lemmon;8.3;158999;8.26;$ 3000000;$ 177066;337;233
tt0054177;Le petit soldat;1963;War, Drama;88;France;Jean-Luc Godard;Michel Subor;7.2;6094;6.80;$ 180000;$ 24296;29;39
tt0054215;Psycho;1960;Horror, Mystery, Thriller;109;USA;Alfred Hitchcock;Anthony Perkins;8.5;586765;8.49;$ 806947;$ 32008644;1284;236
tt0054331;Spartacus;1960;Adventure, Biography, Drama;197;USA;Stanley Kubrick;Kirk Douglas;7.9;121994;7.85;$ 12000000;$ 1844789;326;128
tt0054357;Swiss Family Robinson;1960;Adventure, Family;126;USA;Ken Annakin;John Mills;7.2;13786;6.99;$ 5000000;$ 40356000;73;33
tt0054387;The Time Machine;1960;Adventure, Romance, Sci-Fi;103;USA;George Pal;Rod Taylor;7.6;35438;7.48;$ 750000;$ 5902;229;78
tt0054698;Breakfast at Tiffany's;1961;Comedy, Drama, Romance;115;USA;Blake Edwards;Audrey Hepburn;7.6;163106;7.57;$ 2500000;$ 357750;454;184
tt0055031;Judgment at Nuremberg;1961;Drama, War;179;USA;Stanley Kramer;Spencer Tracy;8.2;67359;8.11;$ 3000000;$ 12180;217;102
tt0055254;One Hundred and One Dalmatians;1961;Animation, Adventure, Comedy;79;USA;Clyde Geronimi;Rod Taylor;7.2;149029;7.18;$ 4000000;$ 216026182;140;100
tt0055320;Il posto;1961;Drama;93;Italy;Ermanno Olmi;Loredana Detto;8;4364;7.19;$ 55000;$ 9080;30;31
tt0055572;Une femme est une femme;1961;Comedy, Drama, Romance;85;France, Italy;Jean-Luc Godard;Jean-Claude Brialy;7.5;15070;7.25;$ 160000;$ 100665;44;74
tt0055614;West Side Story;1961;Crime, Drama, Musical;153;USA;Jerome Robbins;Natalie Wood;7.5;94819;7.45;$ 6000000;$ 44061777;396;137
tt0055928;Dr. No;1962;Action, Adventure, Thriller;110;UK;Terence Young;Sean Connery;7.2;144418;7.18;$ 1100000;$ 16068461;474;138
tt0055998;Freud;1962;Biography, Drama;140;USA;John Huston;Montgomery Clift;7.3;2347;6.57;$ 4000000;$ 6388;19;19
tt0056085;How the West Was Won;1962;Western;164;USA;John Ford;Carroll Baker;7.1;18210;6.94;$ 15000000;$ 76729;175;41
tt0056172;Lawrence of Arabia;1962;Adventure, Biography, Drama;228;UK;David Lean;Peter O'Toole;8.3;261504;8.27;$ 15000000;$ 45710874;676;146
tt0056193;Lolita;1962;Crime, Drama, Romance;153;UK, USA;Stanley Kubrick;James Mason;7.6;90641;7.55;$ 2000000;$ 4631;258;100
tt0056218;The Manchurian Candidate;1962;Drama, Thriller;126;USA;John Frankenheimer;Frank Sinatra;7.9;70205;7.82;$ 2200000;$ 2757256;341;117
tt0056241;The Miracle Worker;1962;Biography, Drama;106;USA;Arthur Penn;Anne Bancroft;8.1;15609;7.76;$ 500000;$ 4139;104;46
tt0056592;To Kill a Mockingbird;1962;Crime, Drama;129;USA;Robert Mulligan;Gregory Peck;8.2;288787;8.18;$ 2000000;$ 599146;571;153
tt0056663;Vivre sa vie: Film en douze tableaux;1962;Drama;80;France;Jean-Luc Godard;Anna Karina;8;26759;7.80;$ 64000;$ 24517;63;103
tt0056869;The Birds;1963;Drama, Horror, Mystery;119;USA;Alfred Hitchcock;Rod Taylor;7.7;167317;7.67;$ 2500000;$ 32655;550;157
tt0056923;Charade;1963;Comedy, Mystery, Romance;113;USA;Stanley Donen;Cary Grant;7.9;66360;7.82;$ 3000000;$ 173057;308;122
tt0056937;Cleopatra;1963;Biography, Drama, History;192;Switzerland, UK, USA;Joseph L. Mankiewicz;Elizabeth Taylor;7;28653;6.91;$ 44000000;$ 57777778;227;87
tt0057012;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1964;Comedy;95;UK, USA;Stanley Kubrick;Peter Sellers;8.4;441115;8.38;$ 1800000;$ 9443876;950;237
tt0057076;From Russia with Love;1963;Action, Adventure, Thriller;115;UK;Terence Young;Sean Connery;7.4;115330;7.36;$ 2000000;$ 24808046;427;118
tt0057115;The Great Escape;1963;Adventure, Drama, History;172;USA;John Sturges;Steve McQueen;8.2;219677;8.17;$ 4000000;$ 227940;363;111
tt0057129;The Haunting;1963;Horror;112;UK;Robert Wise;Julie Harris;7.5;33652;7.38;$ 1400000;$ 742;415;98
tt0057193;It's a Mad Mad Mad Mad World;1963;Action, Adventure, Comedy;210;USA;Stanley Kramer;Spencer Tracy;7.5;37207;7.39;$ 9400000;$ 46332858;399;73
tt0057345;Le mépris;1963;Drama, Romance;103;France, Italy;Jean-Luc Godard;Brigitte Bardot;7.6;27971;7.45;$ 900000;$ 920144;133;149
tt0057546;The Sword in the Stone;1963;Animation, Adventure, Comedy;79;USA;Wolfgang Reitherman;Sebastian Cabot;7.2;87317;7.16;$ 3000000;$ 12000000;101;70
tt0057869;Bande à part;1964;Comedy, Crime, Drama;95;France;Jean-Luc Godard;Anna Karina;7.7;22127;7.50;$ 120000;$ 106074;66;94
tt0057877;Becket;1964;Biography, Drama, History;148;UK, USA;Peter Glenville;Richard Burton;7.8;13368;7.47;$ 3000000;$ 149327;111;49
tt0057940;Cheyenne Autumn;1964;Drama, History, Western;154;USA;John Ford;Richard Widmark;6.8;5011;6.50;$ 4200000;$ 10980;61;21
tt0058150;Goldfinger;1964;Action, Adventure, Thriller;110;UK;Guy Hamilton;Sean Connery;7.7;168759;7.67;$ 3000000;$ 51160174;489;128
tt0058182;A Hard Day's Night;1964;Comedy, Music, Musical;87;UK;Richard Lester;The Beatles;7.6;39382;7.49;$ 560000;$ 2360561;247;92
tt0058265;Kiss Me, Stupid;1964;Comedy, Romance;125;USA;Billy Wilder;Dean Martin;7;6817;6.69;$ 3500000;$ 8869;80;60
tt0058329;Marnie;1964;Crime, Drama, Mystery;130;USA;Alfred Hitchcock;Tippi Hedren;7.2;43655;7.12;$ 3000000;$ 7095;235;97
tt0058331;Mary Poppins;1964;Comedy, Family, Fantasy;139;USA;Robert Stevenson;Julie Andrews;7.8;154320;7.77;$ 6000000;$ 103082283;331;160
tt0058385;My Fair Lady;1964;Drama, Family, Musical;170;USA;George Cukor;Audrey Hepburn;7.8;84812;7.74;$ 17000000;$ 72661442;326;94
tt0058404;The Night of the Iguana;1964;Drama;125;USA;John Huston;Richard Burton;7.6;10499;7.24;$ 3000000;$ 3942;93;31
